       step,          time,       molecule,  site,   Z,  type,       mass,         charge,          x,             y,             z,             fx,            fy,            fz,            vx,            vy,            vz
              1,  0.900000E-02,      36,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.797609E+01,  0.142076E+01, -0.902892E+00, -0.615639E+01, -0.233117E+01, -0.193279E+01,  0.178455E+00,  0.779810E+01,  0.121567E+02
              1,  0.900000E-02,      37,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.967527E+01,  0.477459E+01,  0.850077E+01,  0.460334E+01,  0.160421E+02,  0.837136E+01,  0.667841E+01,  0.624931E+01,  0.559035E+01
              1,  0.900000E-02,      37,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.973726E+01,  0.570028E+01,  0.817901E+01, -0.373599E+01, -0.760054E+01, -0.615538E+01, -0.720313E+01, -0.300377E+01, -0.732508E+01
              1,  0.900000E-02,      37,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.915302E+01,  0.499268E+01,  0.930618E+01, -0.274460E+01, -0.852618E+01, -0.396768E+01,  0.148473E+02,  0.207141E+02, -0.178968E+02
              1,  0.900000E-02,      38,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.840066E+01,  0.670642E+01,  0.577681E+01, -0.663401E+01,  0.164716E+01,  0.540190E+01,  0.510512E+01,  0.582068E+01,  0.586310E+01
              1,  0.900000E-02,      38,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.775109E+01,  0.686124E+01,  0.507286E+01, -0.566643E+01,  0.495986E+00, -0.104030E+02,  0.149614E+02,  0.172740E+02,  0.165830E+02
              1,  0.900000E-02,      38,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.811438E+01,  0.746496E+01,  0.634008E+01,  0.100807E+02, -0.194772E+01,  0.379601E+01,  0.401923E+01,  0.195045E+01,  0.100471E+02
              1,  0.900000E-02,      39,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.236058E+01, -0.525801E+01,  0.108798E+01, -0.111565E+02, -0.305168E+02, -0.132653E+02,  0.480336E+01,  0.238813E+01,  0.438535E+01
              1,  0.900000E-02,      39,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.245935E+01, -0.476133E+01,  0.244527E+00,  0.412994E+01,  0.116894E+02,  0.530013E+01, -0.392608E+01,  0.221406E+02,  0.820677E+01
              1,  0.900000E-02,      39,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.192697E+01, -0.463264E+01,  0.167601E+01,  0.760966E+01,  0.171932E+02,  0.656113E+01,  0.118435E+02,  0.832359E+01,  0.972233E+01
              1,  0.900000E-02,      40,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.822325E+01,  0.758833E+01,  0.326551E+01,  0.560390E+01, -0.442448E+01, -0.991405E+01,  0.457303E+01,  0.382488E+01,  0.537566E+01
              1,  0.900000E-02,      40,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.906577E+01,  0.717781E+01,  0.357066E+01,  0.530473E+01,  0.481139E-01,  0.424368E+01, -0.193591E+02,  0.595119E+01, -0.236101E+01
              1,  0.900000E-02,      40,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.775484E+01,  0.679515E+01,  0.290395E+01, -0.282514E+01,  0.811613E+01,  0.231504E+01,  0.187889E+02,  0.677192E+01, -0.286752E+01
              1,  0.900000E-02,      41,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.390540E+01, -0.724200E+01,  0.780877E+01,  0.140830E+02, -0.321677E+01,  0.512546E+01,  0.191153E+01,  0.711375E+01,  0.527880E+01
              1,  0.900000E-02,      41,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.345740E+01, -0.659369E+01,  0.839968E+01, -0.422484E+01, -0.117655E+01, -0.240265E+01,  0.166522E+02, -0.160974E+01,  0.835469E+01
              1,  0.900000E-02,      41,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.339350E+01, -0.805933E+01,  0.802398E+01, -0.621280E+01,  0.465000E+01, -0.255711E+01,  0.636662E+01, -0.850357E+01, -0.220968E+01
              1,  0.900000E-02,      42,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.107070E+01, -0.785166E+01,  0.170800E+01, -0.870419E+01,  0.172442E+02, -0.195853E+02,  0.515633E+01,  0.546618E+01,  0.786365E+01
              1,  0.900000E-02,      42,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.935346E+00, -0.802559E+01,  0.265288E+01, -0.337120E+00, -0.384716E+01,  0.131128E+02, -0.774711E+01,  0.132310E+02,  0.811661E+01
              1,  0.900000E-02,      42,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.156820E+01, -0.699720E+01,  0.173851E+01,  0.697071E+01, -0.103480E+02, -0.921674E+00,  0.296463E+01, -0.177776E+02,  0.631397E+01
              1,  0.900000E-02,      43,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.159335E+01, -0.213322E+01,  0.613899E+01, -0.931252E+01, -0.339836E+01, -0.145811E+01,  0.350799E+01,  0.612690E+01,  0.584704E+01
              1,  0.900000E-02,      43,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.203788E+01, -0.300813E+01,  0.610376E+01,  0.333693E+01,  0.338026E+01,  0.565368E-01, -0.705961E+00,  0.208693E+01, -0.341995E+01
              1,  0.900000E-02,      43,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.231734E+01, -0.159003E+01,  0.649351E+01,  0.622233E+01,  0.641681E+00,  0.370182E+00,  0.460267E+00, -0.143426E+02,  0.389359E+01
              1,  0.900000E-02,      44,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.570898E+01, -0.158669E+01, -0.799084E+01,  0.136960E+02,  0.822550E+01, -0.250701E+02,  0.325898E+01,  0.342742E+01,  0.602286E+01
              1,  0.900000E-02,      44,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.544623E+01, -0.180558E+01, -0.892358E+01,  0.308507E+01,  0.280618E+01,  0.783835E+01, -0.378954E+01,  0.932779E+01,  0.131295E+02
              1,  0.900000E-02,      44,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.499901E+01, -0.205331E+01, -0.755392E+01, -0.164010E+02, -0.118753E+02,  0.132731E+02, -0.404569E+01,  0.693683E+01, -0.362723E+01
              1,  0.900000E-02,      45,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.663217E+01,  0.494978E+01,  0.271650E+01,  0.116364E+02, -0.929210E+01,  0.143767E+02,  0.562337E+01,  0.552782E+01,  0.816472E+01
              1,  0.900000E-02,      45,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.651709E+01,  0.573243E+01,  0.328578E+01, -0.229830E+01,  0.547957E+01, -0.244408E+01,  0.510197E+01, -0.282433E+01, -0.463094E+01
              1,  0.900000E-02,      45,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.720505E+01,  0.440107E+01,  0.330954E+01, -0.116957E+02,  0.186134E+01, -0.791013E+01,  0.171942E+02,  0.100109E+02,  0.700596E+01
              1,  0.900000E-02,      46,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.102609E+02, -0.671014E+01,  0.771167E+01, -0.477320E+01,  0.131997E+02,  0.851849E+01,  0.445867E+01,  0.799036E+01,  0.482006E+01
              1,  0.900000E-02,      46,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.103941E+02, -0.656585E+01,  0.675656E+01,  0.473749E+00, -0.437885E+00,  0.295380E+01, -0.327027E+01,  0.955957E+01, -0.539706E+01
              1,  0.900000E-02,      46,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.101560E+02, -0.576635E+01,  0.804953E+01,  0.817042E+00, -0.166882E+02, -0.114537E+02,  0.186155E+02,  0.350103E+01,  0.124940E+02
              1,  0.900000E-02,      47,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.101817E+02,  0.174798E+01, -0.810839E+01,  0.246394E+01, -0.680478E+01,  0.415171E+01,  0.382207E+01,  0.923974E+01,  0.319597E+01
              1,  0.900000E-02,      47,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.958694E+01,  0.244230E+01, -0.845312E+01, -0.583285E+01,  0.524182E+00, -0.425481E+01,  0.404391E+01,  0.136267E+02,  0.932253E+01
              1,  0.900000E-02,      47,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.100168E+02,  0.228140E+01, -0.808051E+01,  0.167229E+01,  0.102338E+00,  0.280787E+01, -0.220651E+01,  0.947574E+01,  0.673697E+01
              1,  0.900000E-02,      48,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.209359E+01,  0.888354E+01, -0.740498E+01,  0.139435E+02,  0.137889E+01, -0.289276E+02,  0.666753E+01,  0.646306E+01,  0.363357E+01
              1,  0.900000E-02,      48,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.156802E+01,  0.956784E+01, -0.697394E+01, -0.141577E+02,  0.176688E+02,  0.754384E+01,  0.301934E+01,  0.135745E+02,  0.193202E+02
              1,  0.900000E-02,      48,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.224860E+01,  0.832285E+01, -0.662890E+01,  0.351850E+01, -0.145305E+02,  0.969148E+01,  0.927738E+01, -0.655369E+01,  0.730730E+01
              1,  0.900000E-02,      49,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.368081E+00, -0.618264E+01,  0.807272E+01,  0.343981E+02,  0.112174E+01,  0.668771E+01,  0.239915E+00,  0.560861E+01,  0.696664E+01
              1,  0.900000E-02,      49,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.114234E+01, -0.585268E+01,  0.855076E+01, -0.909817E+01,  0.680126E+01,  0.860033E+01,  0.823072E+01,  0.106616E+02, -0.365656E+01
              1,  0.900000E-02,      49,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.392213E+00, -0.592040E+01,  0.866723E+01, -0.231501E+02, -0.405781E+01, -0.126393E+02,  0.109187E+02, -0.892937E+00,  0.427145E+01
              1,  0.900000E-02,      50,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.679554E+01, -0.936836E+01,  0.267988E+01, -0.179876E+02, -0.508058E+00,  0.744941E+01,  0.537066E+01,  0.765992E+01,  0.220979E+01
              1,  0.900000E-02,      50,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.626174E+01, -0.956770E+01,  0.349253E+01,  0.118570E+01, -0.850691E+01, -0.121653E+02,  0.651078E+01,  0.200400E+02,  0.949686E+01
              1,  0.900000E-02,      50,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.749251E+01, -0.885711E+01,  0.311595E+01,  0.143647E+02,  0.684567E+01,  0.155531E+01,  0.600257E+01,  0.588286E+01, -0.108703E+02
              1,  0.900000E-02,      51,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.445589E+01, -0.488279E+01, -0.741477E+01, -0.150761E+02,  0.711761E+01,  0.287741E+02,  0.745555E+01,  0.292242E+01,  0.325134E+01
              1,  0.900000E-02,      51,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.446721E+01, -0.390765E+01, -0.757493E+01,  0.482766E+01, -0.728666E+01,  0.835367E+00,  0.715594E+01,  0.124402E+02,  0.326369E+00
              1,  0.900000E-02,      51,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.472402E+01, -0.491250E+01, -0.643802E+01,  0.658867E+01, -0.180094E+01, -0.282542E+02,  0.183033E+01,  0.112142E+02,  0.134309E+02
              1,  0.900000E-02,      52,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.369903E+01, -0.104853E+02, -0.574130E+01,  0.783933E+01, -0.112507E+02, -0.211410E+02,  0.802166E+01,  0.543247E+01,  0.674886E+01
              1,  0.900000E-02,      52,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.440306E+01,  0.104444E+02, -0.645080E+01,  0.117076E+02,  0.125280E+01,  0.745714E+01,  0.759773E+00, -0.128156E+01,  0.621286E+01
              1,  0.900000E-02,      52,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.418607E+01, -0.995947E+01, -0.510869E+01, -0.132686E+02,  0.987612E+01,  0.167665E+02, -0.545458E+01,  0.927284E+01,  0.130059E+02
              1,  0.900000E-02,      53,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.126648E+01,  0.512729E+01, -0.451996E+01,  0.355539E+02, -0.222847E+02, -0.451778E+01,  0.535487E+01,  0.564664E+01,  0.203550E+01
              1,  0.900000E-02,      53,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.215886E+01,  0.499443E+01, -0.418542E+01, -0.185206E+02, -0.217512E+01,  0.519857E+01,  0.135397E+02,  0.210964E+02,  0.311377E+01
              1,  0.900000E-02,      53,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.923362E+00,  0.417352E+01, -0.455674E+01, -0.169097E+02,  0.276926E+02,  0.927705E+00,  0.129746E+02,  0.138095E+02, -0.701217E+01
              1,  0.900000E-02,      54,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.419342E+01,  0.155893E+01, -0.525332E+01, -0.945594E+01,  0.199070E+02,  0.724657E+01,  0.950319E+01,  0.237095E+01,  0.495999E+01
              1,  0.900000E-02,      54,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.392659E+01,  0.155414E+01, -0.618002E+01,  0.188550E+01, -0.234057E+01, -0.117264E+02, -0.385654E+01,  0.405457E+01, -0.262037E+01
              1,  0.900000E-02,      54,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.471115E+01,  0.241611E+01, -0.522309E+01,  0.887263E+01, -0.138579E+02, -0.116920E+01,  0.100483E+02,  0.650650E+01,  0.248217E+01
              1,  0.900000E-02,      55,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.369536E+01,  0.959524E+01,  0.167935E+01, -0.528809E+01,  0.472913E+01, -0.275529E+00,  0.686394E+01,  0.529958E+01,  0.863694E+01
              1,  0.900000E-02,      55,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.434984E+01,  0.936359E+01,  0.991844E+00,  0.736150E-01, -0.297037E+01, -0.531187E+01, -0.293404E+01,  0.353157E+01,  0.217770E+01
              1,  0.900000E-02,      55,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.432827E+01,  0.100183E+02,  0.230431E+01,  0.286750E+01, -0.131868E+01,  0.339333E+01,  0.466745E+01,  0.124401E+02, -0.226481E+01
              1,  0.900000E-02,      56,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.268714E+01,  0.995881E+01, -0.353268E+00, -0.161692E+02,  0.357769E+01,  0.941478E+01,  0.263601E+01,  0.398725E+01,  0.207565E+01
              1,  0.900000E-02,      56,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.193254E+01,  0.983624E+01,  0.295440E+00,  0.134855E+02, -0.669052E+00, -0.833727E+01,  0.639105E+01,  0.124326E+01,  0.233293E+01
              1,  0.900000E-02,      56,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.222279E+01,  0.964465E+01, -0.116462E+01,  0.809788E+01, -0.544535E+00, -0.224221E+01,  0.431179E+01,  0.121306E+02,  0.429302E+01
              1,  0.900000E-02,      57,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.553642E+01, -0.209114E+01,  0.476688E+01, -0.619549E+01, -0.398569E+01,  0.751780E+01,  0.711921E+01,  0.459956E+01,  0.747613E+01
              1,  0.900000E-02,      57,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.496582E+01, -0.180830E+01,  0.553158E+01,  0.861043E+01,  0.179426E+01, -0.121755E+02,  0.825292E+01,  0.105809E+02,  0.133519E+02
              1,  0.900000E-02,      57,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.601794E+01, -0.127146E+01,  0.453081E+01, -0.497935E+01,  0.334454E+01,  0.510663E+01,  0.259257E+01,  0.409072E+01, -0.279986E+01
              1,  0.900000E-02,      58,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.522775E+00,  0.298143E+00, -0.821646E+01,  0.227026E+01,  0.180041E+01,  0.842357E+01,  0.797225E+01,  0.646333E+01,  0.720546E+01
              1,  0.900000E-02,      58,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.133731E+01,  0.295739E+00, -0.873150E+01,  0.582498E+01,  0.193001E+01, -0.127342E+02, -0.553860E+01,  0.533651E+01,  0.502817E+00
              1,  0.900000E-02,      58,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.868681E+00, -0.169286E+00, -0.743029E+01, -0.632082E+01, -0.600460E+01,  0.444735E+01,  0.751805E+01,  0.227689E+01,  0.364287E+01
              1,  0.900000E-02,      59,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.255006E+01,  0.901354E+01,  0.791204E+01,  0.690605E+01, -0.785302E+01, -0.533955E+01,  0.743823E+01,  0.727763E+01,  0.683618E+01
              1,  0.900000E-02,      59,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.293075E+01,  0.812119E+01,  0.816588E+01, -0.468528E+01,  0.123320E+02,  0.946631E+00, -0.267988E+01, -0.118578E+02,  0.380048E+01
              1,  0.900000E-02,      59,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.161549E+01,  0.876161E+01,  0.780658E+01, -0.532922E+01, -0.375683E+01,  0.158900E+00,  0.166146E+02, -0.112660E+02, -0.170158E+01
              1,  0.900000E-02,      60,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.814804E+01, -0.287940E+01,  0.613632E+01,  0.666125E+01,  0.255192E+02, -0.336476E+01,  0.385021E+01,  0.314121E+01,  0.338605E+01
              1,  0.900000E-02,      60,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.804935E+01, -0.382018E+01,  0.599817E+01,  0.160609E+01, -0.215494E+02, -0.391648E+01,  0.335634E+00, -0.789987E+01,  0.973144E+01
              1,  0.900000E-02,      60,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.744188E+01, -0.253439E+01,  0.552053E+01, -0.753674E+01, -0.534718E+01,  0.800188E+01, -0.175438E+01,  0.108744E+02,  0.138008E+02
              1,  0.900000E-02,      61,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.193620E+01, -0.582939E+01,  0.998302E+01,  0.104676E+02,  0.156246E+02, -0.110416E+00,  0.602503E+01,  0.498133E+01,  0.322495E+01
              1,  0.900000E-02,      61,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.168448E+01, -0.675913E+01,  0.100554E+02, -0.535585E+01, -0.149282E+02,  0.557128E+01,  0.900507E+01,  0.101140E+02,  0.325603E+01
              1,  0.900000E-02,      61,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.206503E+01, -0.557866E+01, -0.100833E+02, -0.607669E+01, -0.114053E+01, -0.537869E+01, -0.131043E+02,  0.166419E+02,  0.588468E+01
              1,  0.900000E-02,      62,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.152317E+01,  0.460920E+01, -0.142376E+01, -0.136306E+02, -0.466624E+01, -0.726298E+00,  0.657971E+01,  0.821716E+01,  0.556302E+01
              1,  0.900000E-02,      62,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.900362E+00,  0.430783E+01, -0.726228E+00,  0.301469E+01,  0.184508E+01, -0.289391E+00,  0.829434E+00,  0.113785E+02,  0.180397E+01
              1,  0.900000E-02,      62,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.224741E+01,  0.496559E+01, -0.871254E+00,  0.518442E+01,  0.507267E+01,  0.581981E+01,  0.908639E+01,  0.105038E+02,  0.257743E+01
              1,  0.900000E-02,      63,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.365253E+01,  0.824606E+01,  0.103207E+02,  0.132963E+02,  0.846504E+01,  0.267028E+01,  0.289014E+01,  0.742297E+01,  0.620480E+01
              1,  0.900000E-02,      63,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.269560E+01,  0.849980E+01,  0.103965E+02, -0.108142E+02, -0.253365E+01, -0.368552E+01,  0.217639E+00, -0.205951E+01, -0.552276E+01
              1,  0.900000E-02,      63,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.352472E+01,  0.741387E+01,  0.981920E+01, -0.201901E+01, -0.513907E+01, -0.607579E+01,  0.159179E+01, -0.162728E+01,  0.958219E+01
              1,  0.900000E-02,      64,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.392327E+01,  0.144031E+01, -0.813910E+01, -0.611878E+01, -0.800181E+01, -0.259021E+01,  0.194622E+01,  0.677479E+01,  0.851096E+01
              1,  0.900000E-02,      64,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.424024E+01,  0.231630E+01, -0.840116E+01, -0.166680E+01,  0.806364E+01,  0.105721E+00,  0.807220E+01, -0.169934E+02,  0.125512E+01
              1,  0.900000E-02,      64,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.467366E+01,  0.877898E+00, -0.843773E+01,  0.441874E+01,  0.213605E+01,  0.524850E+01,  0.335508E+01,  0.139088E+02,  0.857274E+01
              1,  0.900000E-02,      65,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.160697E+01, -0.101020E+01,  0.929483E+01, -0.944715E+01,  0.888121E+01, -0.588945E-01,  0.365039E+01,  0.567573E+01,  0.818290E+01
              1,  0.900000E-02,      65,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.202949E+01, -0.185482E+01,  0.907603E+01,  0.476147E+01, -0.110109E+02, -0.243555E+01, -0.835243E+01,  0.751663E+01,  0.470895E+01
              1,  0.900000E-02,      65,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.669968E+00, -0.131803E+01,  0.938704E+01,  0.338069E+01,  0.574994E+01,  0.262426E+01,  0.685178E+01,  0.139281E+02,  0.284882E+02
              1,  0.900000E-02,      66,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.477377E+00,  0.274950E+01, -0.703491E+01, -0.545410E+01,  0.129009E+02, -0.173349E+02,  0.995283E+01,  0.632692E+01,  0.295983E+01
              1,  0.900000E-02,      66,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.506240E+00,  0.192791E+01, -0.755360E+01,  0.387576E+00, -0.106077E+02,  0.432762E+01,  0.621776E+01,  0.184138E+02,  0.165319E+01
